path,pM,pF,pH,s,rM,rF,rH,residual,alpha,alpha_imag,pa_real,pa_imag,SAM,Put,Spd,Spm
async_0.5_0.5_2,0.5,0.5,2.0,0.3,0.5477225575051661,0.5477225575051661,0.09,3.63144181392272e-10,-0.0155562061220086,0.0,-0.0772034585371873,0.068165358356354,55.27607337519945,106.7727937895464,80.91133673966141,60.87687266082485
async_0.5_0.5_2,0.5,0.5,2.0,0.3333333333333333,0.5773502691896257,0.5773502691896257,0.1111111111111111,4.3343106881366106e-10,-0.015434300280279,0.0,-0.0774185768188036,0.0681579336597115,54.49879189411511,107.80693577860823,81.22331152388762,60.94662132487638
async_0.5_0.5_2,0.5,0.5,2.0,0.3666666666666666,0.6055300708194983,0.6055300708194983,0.1344444444444444,5.367724043026101e-10,-0.0153010375256144,0.0,-0.0776189981156978,0.0681418031252378,53.73233107804128,108.87869744526104,81.55582955199262,61.02759673132714
async_0.5_0.5_2,0.5,0.5,2.0,0.4,0.6324555320336759,0.6324555320336759,0.16,6.850484624010277e-10,-0.015157913486785,0.0,-0.0778063642601538,0.0681174117200786,52.97592492409957,109.98832397502268,81.90801084873968,61.11916229579035
async_0.5_0.5_2,0.5,0.5,2.0,0.4333333333333333,0.6582805886043833,0.6582805886043833,0.1877777777777778,8.927685257731354e-10,-0.0150064977459411,0.0,-0.0779820238515256,0.068085130795054,52.22920451889918,111.13578038802083,82.27901162312448,61.22075843724527
async_0.5_0.5_2,0.5,0.5,2.0,0.4666666666666667,0.6831300510639732,0.6831300510639732,0.2177777777777778,1.161254203907447e-09,-0.0148484243194889,0.0,-0.0781471109686523,0.0680452826375835,51.49207883837285,112.3207889388898,82.66800012979226,61.33187537018753
async_0.5_0.5_2,0.5,0.5,2.0,0.5,0.7071067811865476,0.7071067811865476,0.25,1.5399308495034347e-09,-0.0146853804389312,0.0,-0.0783025977953421,0.0679981571764995,50.764655175388576,113.54285065494513,83.07414076434877,61.45203525460158
async_0.5_0.5_2,0.5,0.5,2.0,0.5333333333333333,0.7302967433402214,0.7302967433402214,0.2844444444444444,2.04822470095678e-09,-0.0145190944432226,0.0,-0.0784493307239418,0.0679440237254297,50.04718479097313,114.80125632587033,83.49658326290513,61.58078022079525
async_0.5_0.5_2,0.5,0.5,2.0,0.5666666666666667,0.752772652709081,0.752772652709081,0.321111111111111,2.6991529011866078e-09,-0.0143513234125383,0.0,-0.0785880556743681,0.0678831394882921,49.34002514754745,116.0950901397592,83.93445514470318,61.717664188084754
async_0.5_0.5_2,0.5,0.5,2.0,0.6,0.7745966692414834,0.7745966692414834,0.36,3.525485681166174e-09,-0.0141838410694384,0.0,-0.0787194362047502,0.067815755893948,48.64361332263345,117.42322800037913,84.38685625967923,61.8622471888557
