T_h,rate_per_h,a_up_Y1,a_up_peak,up_delay_from_fold,a_down_Y1,a_down_peak,down_delay_from_fold,dynamic_loop_width_Y1,up_solver_steps,down_solver_steps
5000.0,0.00024000000000000003,3.4295804435264023,3.46088,0.3209344255264024,2.536875097836808,2.456,0.1867479301631918,0.8927053456895941,272,269
10000.0,0.00012000000000000002,3.319823550545718,3.3368,0.21117753254571792,2.5994980070417535,2.54312,0.12412502095824651,0.7203255435039644,522,516
20000.0,6.000000000000001e-05,3.2465719890315876,3.25568,0.13792597103158766,2.6409097034103906,2.60384,0.08271332458960945,0.6056622856211971,1054,1036
40000.0,3.0000000000000004e-05,3.1980708094298333,3.20288,0.0894247914298334,2.6684424746268514,2.6453599999999997,0.055180553373148644,0.529628334802982,2092,2078
