rho_program,s,mu,b_met,SAM,met,tlogmu,resid,gain_dlnSAM_dlnmu,alpha_real,alpha_imag,small_noncons_real,small_noncons_imag
0.0,5.623153160126006,1.9411206212673704,58.23361863802111,851.9931554891766,25.12049679826701,0.0581400669666161,8.348016658962696e-09,6.314442023415683,-0.0133999707098912,0.0,-0.0133999707098912,0.0
0.0,6.115920805364923,1.9901497268235653,59.70449180470696,1012.639270478768,24.47061669823505,0.0434031229165634,3.272943455227312e-12,7.610609078272595,-0.0134163239829741,0.0,-0.0134163239829741,0.0
0.0,6.6084742882120135,2.0268684156378227,60.80605246913469,1183.8695682207035,24.03443943810008,0.0313080956215495,1.816710545574561e-08,9.494289696631048,-0.0130249482990014,0.0006498890765995,-0.0130249482990014,0.0006498890765995
0.0,7.108806049302905,2.053867396320056,61.61602188960168,1366.5942857093817,23.72874409775919,0.0220671058892756,1.0637066229488762e-11,12.145258770781654,-0.0089088931192647,0.0,-0.0089088931192647,0.0
0.0,7.609020987281165,2.0730505375577577,62.19151612673273,1556.444526359784,23.512069581111245,0.0154913218889261,9.680335615952793e-12,15.690776185806126,-0.0061382047224084,0.0,-0.0061382047224084,0.0
0.0,8.10916137213768,2.0866559713891104,62.59967914167331,1752.1278866627963,23.354308364120502,0.0109527068901733,2.9558577807620168e-12,20.252373528367297,-0.0042855774168705,0.0,-0.0042855774168705,0.0
0.0,8.609255185753474,2.09639479343289,62.89184380298671,1952.645948953224,23.236871662533964,0.007868163505546,1.6762463821149857e-08,25.88358756788337,-0.0030498924062894,0.0,-0.0030498924062894,0.0
0.0,9.10931972007696,2.1034909120036462,63.104727360109386,2157.214863497413,23.147877797681584,0.0057817618638618,1.0267342075432857e-08,32.52281055951419,-0.0022248378722794,0.0,-0.0022248378722794,0.0
0.0,9.60936542435394,2.1087869399734207,63.26360819920262,2365.209191432415,23.07944775932697,0.0043655214282007,6.000444811304938e-09,39.97278264789767,-0.001670103970027,0.0,-0.001670103970027,0.0
0.0,10.109398657078083,2.112850593358528,63.38551780075584,2576.1233288672133,23.026178934313275,0.0033941167260671,3.432714395316821e-09,47.92505182163921,-0.0012923593016213,0.0,-0.0012923593016213,0.0
0.0,10.609423378612272,2.1160602754362143,63.48180826308643,2789.544373407274,22.98426301284536,0.0027168497952328,1.9541500954788044e-09,56.027194418160434,-0.0010304841748054,0.0,-0.0010304841748054,0.0
0.0,11.109442130541554,2.118667464457604,63.56002393372811,3005.1323417657363,22.95095706955664,0.0022344996153263,1.120216965401635e-09,63.96336986351967,-0.0008448242904442,0.0,-0.0008448242904442,0.0
0.0,11.60945659439403,2.120839846475528,63.625195394265845,3222.6052729020766,22.92425263171757,0.0018822777050374,6.52123331778643e-10,71.51170830396153,-0.0007097615538723,0.0,-0.0007097615538723,0.0
0.0,12.109467914245844,2.122690222739239,63.68070668217717,3441.727758445902,22.902659892005712,0.0016179993641596,3.880662437736405e-10,78.56068027444249,-0.0006087469788666,0.0,-0.0006087469788666,0.0
0.0,12.609476887824458,2.1242955216270434,63.7288656488113,3662.301990057085,22.885061953760136,0.0014141521753538,2.369188122516512e-10,85.0915829242418,-0.0005310508229238,0.0,-0.0005310508229238,0.0
0.0,13.109484083257184,2.1257091644152446,63.77127493245734,3884.1607119099294,22.87061364954172,0.0012526900650918,1.4867779293093782e-10,91.1461840314992,-0.0004696658669869,0.0,-0.0004696658669869,0.0
0.0,13.60948991263239,2.1269690628007814,63.80907188402344,4107.161640033033,22.85866988451633,0.0011216622039054,9.631590505100507e-11,96.7956365357698,-0.0004199665764011,0.0,-0.0004199665764011,0.0
0.0,14.10949467968245,2.128102783912849,63.84308351738547,4331.183021248972,22.84873415976936,0.0010130480963984,6.409960837448048e-11,102.11818310256082,-0.0003788559810938,0.0,-0.0003788559810938,0.0
0.0,14.609498611474171,2.129130893423757,63.87392680271272,4556.120081918966,22.84042120508368,0.0009213734693032,4.375977593357389e-11,107.18637778655084,-0.0003442240126953,0.0,-0.0003442240126953,0.0
0.0,15.109501879932813,2.130069131565654,63.90207394696962,4781.882173924114,22.833429632643533,0.0008428265512193,3.069011552475126e-11,112.06149234189247,-0.0003146034482166,0.0,-0.0003146034482166,0.0
0.0,15.609504616740333,2.130929842139306,63.92789526417918,5008.390468837045,22.82752178490826,0.0007746930533732,3.027472696085263e-11,116.7923165846956,-0.0002889507460735,0.0,-0.0002889507460735,0.0
0.0,16.109506923820664,2.1317229224165017,63.951687672495055,5235.576084715139,22.82250878744601,0.0007149934668817,1.7318279450232708e-11,121.41618951402138,-0.0002665057378302,0.0,-0.0002665057378302,0.0
0.0,16.609508880829573,2.1324564642867245,63.97369392860173,5463.378555768061,22.818239390711195,0.0006622486874484,1.5000990836458512e-11,125.96089789453671,-0.0002467011068302,0.0,-0.0002467011068302,0.0
0.0,17.10951055057693,2.1331371949288407,63.99411584786522,5691.744575062003,22.81459158509313,0.0006153271508242,1.015785353975276e-11,130.44670444202296,-0.0002291034174477,0.0,-0.0002291034174477,0.0
0.0,17.609511983000306,2.13377078596941,64.0131235790823,5920.626955760667,22.811466256750325,0.0005733439266042,8.284928298962768e-12,134.88816687328512,-0.0002133742005251,0.0,-0.0002133742005251,0.0
0.0,18.10951321810968,2.134362075233004,64.0308622569901,6149.9837682181305,22.80878235361049,0.0005355931234291,1.7182953139943386e-11,139.29563224127338,-0.0001992438897171,0.0,-0.0001992438897171,0.0
