t_h,a,Y,rho,SAM_uM,Put_uM,dYdt_per_h
1168.0,2.33504,0.4526564186425627,0.08487619498258626,63.158374383572124,99.11525135552893,1.955768575322456e-06
1176.0,2.33528,0.45267206687459016,0.08488425052509527,63.158194184238184,99.11534969527776,1.9562903701188703e-06
1184.0,2.33552,0.4526877192602736,0.0848923086211497,63.158013927761786,99.11544806872783,1.9568107994859097e-06
1192.0,2.3357599999999996,0.45270337581981956,0.08490036928147719,63.15783361391465,99.11554647601608,1.9573297401494985e-06
1200.0,2.336,0.45271903651488815,0.0849084324866632,63.15765324312682,99.11564491688493,1.9578474678713035e-06
1208.0,2.3362399999999997,0.45273470135020016,0.0849164982394614,63.157472815345365,99.11574339136608,1.9583639647967796e-06
1216.0,2.33648,0.45275037032054455,0.08492456653751183,63.15729233062745,99.11584189942532,1.958879280854352e-06
1224.0,2.3367199999999997,0.4527660433985213,0.08493263736702762,63.15711178927723,99.11594044088054,1.959393617261921e-06
1232.0,2.33696,0.452781720598722,0.08494071073584415,63.15693119113274,99.1160390158287,1.9599068887435654e-06
1240.0,2.3371999999999997,0.4527974018937125,0.08494878663015462,63.15675053649624,99.11613762408952,1.960419296818641e-06
1248.0,2.33744,0.45281308728687053,0.08495686505201877,63.15656982533051,99.11623626568519,1.9609308326416005e-06
1256.0,2.3376799999999998,0.45282877677455446,0.08496494599988132,63.156389057674275,99.11633494059257,1.961441535378645e-06
1264.0,2.33792,0.45284447033737696,0.08497302946407612,63.15620823373763,99.11643364868628,1.961951551727243e-06
1272.0,2.33816,0.45286016798566253,0.08498111545024024,63.15602735340869,99.11653239003309,1.9624608253019435e-06
1280.0,2.3384,0.4528758697002685,0.08498920394883203,63.1558464168912,99.11663116451173,1.9629695013191462e-06
1288.0,2.33864,0.45289157548355186,0.08499729496138386,63.15566542416008,99.11672997213712,1.9634775777858473e-06
1296.0,2.3388799999999996,0.45290728533306474,0.08500538848695302,63.1554843752401,99.11682881289467,1.963985085681124e-06
1304.0,2.33912,0.45292299923551416,0.08501348451900889,63.15530327026954,99.1169276867023,1.964492130314256e-06
1312.0,2.3393599999999997,0.45293871719797923,0.0850215830615163,63.155122109174755,99.11702659360371,1.964998677244429e-06
1320.0,2.3396,0.45295443920762457,0.08502968410817935,63.154940892085456,99.11712553352238,1.9655048288581064e-06
1328.0,2.3398399999999997,0.45297016526603073,0.08503778766012948,63.15475961898568,99.11722450646775,1.9660105883780187e-06
1336.0,2.34008,0.4529858953716582,0.08504589371689053,63.154578289889635,99.11732351243155,1.9665159805783305e-06
1344.0,2.3403199999999997,0.4530016295158505,0.08505400227431843,63.15439690488144,99.11742255136453,1.9670210792827048e-06
1352.0,2.34056,0.4530173677032176,0.08506211333510559,63.154215463916294,99.11752162329292,1.967525866758413e-06
1360.0,2.3407999999999998,0.45303310992572415,0.0850702268954274,63.15403396706727,99.11762072817423,1.9680304128639256e-06
1368.0,2.34104,0.4530488561843595,0.08507834295611022,63.153852414325364,99.1177198660137,1.9685347247987305e-06
1376.0,2.34128,0.4530646064782765,0.08508646151703386,63.15367080569635,99.11781903680807,1.969038822648613e-06
1384.0,2.34152,0.45308036080234887,0.0850945825758723,63.153489141221996,99.11791824053343,1.9695427563728377e-06
1392.0,2.34176,0.4530961191593066,0.08510270613434905,63.15330742088005,99.1180174772025,1.9700465209268293e-06
1400.0,2.3419999999999996,0.4531118815447712,0.08511083219052333,63.15312564469982,99.11811674679912,1.970550161457344e-06
1408.0,2.34224,0.45312764795928195,0.08511896074498933,63.15294381267769,99.11821604932528,1.971053688203106e-06
1416.0,2.3424799999999997,0.4531434184025192,0.08512709179789858,63.15276192481341,99.11831538478147,1.971557117657865e-06
1424.0,2.34272,0.45315919287204715,0.08513522534831142,63.15257998111729,99.11841475316287,1.9720604815793975e-06
1432.0,2.3429599999999997,0.4531749713691629,0.08514336139721297,63.15239798158384,99.11851415447204,1.9725637846121358e-06
1440.0,2.3432,0.4531907538922753,0.08515149994409908,63.15221592621007,99.11861358871248,1.9730670530382974e-06
1448.0,2.3434399999999997,0.4532065404415803,0.08515964098938716,63.15203381499634,99.11871305588375,1.9735702994226766e-06
1456.0,2.34368,0.45322233101716036,0.08516778453343617,63.151851647937924,99.1188125559891,1.9740735375351236e-06
1464.0,2.34392,0.45323812561863025,0.08517593057636393,63.15166942502179,99.11891208903793,1.9745767852448316e-06
1472.0,2.34416,0.4532539242461951,0.08518407911859278,63.15148714625486,99.11901165502526,1.9750800546069726e-06
1480.0,2.3444,0.45326972690038997,0.08519223016071534,63.151304811607666,99.11911125396989,1.9755833576666957e-06
1488.0,2.3446399999999996,0.45328553358114887,0.08520038370301435,63.15112242108383,99.1192108858695,1.976086708762068e-06
1496.0,2.34488,0.4533013442888623,0.08520853974600806,63.15093997467468,99.11931055072974,1.9765901196244463e-06
1504.0,2.3451199999999996,0.4533171590247122,0.08521669829062309,63.15075747234743,99.11941024857173,1.977093597656089e-06
1512.0,2.34536,0.453332977788069,0.08522485933685178,63.15057491411955,99.11950997938422,1.9775971605180223e-06
1520.0,2.3455999999999997,0.4533488005810935,0.08523302288612603,63.1503922999433,99.11960974319764,1.9781008092649587e-06
1528.0,2.34584,0.4533646274035196,0.08524118893862592,63.150209629824545,99.11970954000824,1.9786045596073244e-06
1536.0,2.3460799999999997,0.45338045825597284,0.0852493574949916,63.15002690375202,99.1198093698232,1.9791084217121414e-06
1544.0,2.34632,0.45339629314083246,0.08525752855676832,63.14984412167956,99.11990923267187,1.979612394897856e-06
1552.0,2.3465599999999998,0.4534121320568314,0.08526570212362002,63.149661283631744,99.12000912853864,1.980116501167701e-06
1560.0,2.3468,0.453427975007373,0.08527387819762083,63.14947838954618,99.12010905746256,1.980620733246631e-06
1568.0,2.34704,0.45344382199203814,0.08528205677887256,63.14929543943056,99.12020901943878,1.9811251079090367e-06
1576.0,2.34728,0.453459673011633,0.08529023786810934,63.14911243327101,99.12030901447596,1.981629634162374e-06
1584.0,2.34752,0.4534755280694541,0.08529842146735107,63.14892937100936,99.12040904261038,1.982134305280541e-06
1592.0,2.3477599999999996,0.453491387163746,0.08530660757601012,63.148746252676595,99.1205091038227,1.982639146533448e-06
1600.0,2.348,0.4535072502988652,0.08531479619665397,63.1485630781999,99.12060919815883,1.9831441442268017e-06
1608.0,2.3482399999999997,0.4535231174742753,0.08532298732932464,63.14837984758822,99.12070932561313,1.9836493159638056e-06
1616.0,2.34848,0.45353898869092096,0.08533118097482875,63.14819656082592,99.12080948619517,1.98415466986682e-06
1624.0,2.3487199999999997,0.4535548639528028,0.08533937713555101,63.148013217846525,99.12090967994612,1.984660194529074e-06
1632.0,2.34896,0.4535707432577903,0.08534757581071084,63.14782981868544,99.12100990684407,1.9851659177655103e-06
1640.0,2.3491999999999997,0.4535866266109734,0.08535577700325585,63.14764636326011,99.12111016694043,1.985671821085518e-06
1648.0,2.34944,0.4536025140117253,0.0853639807131823,63.147462851580705,99.12121046022887,1.9861779227206555e-06
1656.0,2.3496799999999998,0.4536184054610977,0.08537218694135316,63.14727928363051,99.12131078671973,1.986684230106333e-06
1664.0,2.34992,0.453634300963634,0.08538039569043489,63.14709565933673,99.12141114645821,1.987190728239891e-06
1672.0,2.35016,0.45365020051691457,0.08538860695949833,63.14691197873812,99.12151153942024,1.987697446910772e-06
1680.0,2.3504,0.453666104126595,0.08539682075178494,63.14672824174554,99.12161196566129,1.988204363887531e-06
1688.0,2.35064,0.453682011791979,0.08540503706725591,63.14654444836996,99.12171242517452,1.988711497908265e-06
1696.0,2.3508799999999996,0.4536979235142008,0.08541325590681809,63.14636059859389,99.12181291797084,1.989218855880258e-06
1704.0,2.35112,0.45371383929822245,0.0854214772733558,63.14617669234009,99.12191344409825,1.9897264200245215e-06
1712.0,2.3513599999999997,0.45372975914140146,0.08542970116582548,63.1459927296497,99.1220140035312,1.990234221669391e-06
1720.0,2.3516,0.4537456830498309,0.08543792758769636,63.145808710427964,99.12211459632832,1.990742235752352e-06
1728.0,2.3518399999999997,0.45376161102276047,0.08544615653890282,63.145624634686556,99.12221522248235,1.9912504813985385e-06
1736.0,2.35208,0.45377754306138907,0.08545438802038623,63.1454405024071,99.12231588200474,1.991758965147472e-06
1744.0,2.3523199999999997,0.453793479171004,0.0854626220352007,63.14525631350808,99.12241657494603,1.992267667129245e-06
1752.0,2.35256,0.45380941934878954,0.08547085858221402,63.1450720680329,99.12251730127929,1.9927766198502625e-06
1760.0,2.3528,0.4538253635997429,0.08547909766433094,63.144887765905125,99.12261806105195,1.993285805298697e-06
1768.0,2.35304,0.4538413119257166,0.0854873392828318,63.14470340709639,99.12271885428164,1.9937952258276056e-06
1776.0,2.35328,0.4538572643278817,0.08549558343864504,63.144518991588384,99.1228196809797,1.9943048882255387e-06
1784.0,2.3535199999999996,0.45387322080778775,0.08550383013289486,63.14433451935598,99.12292054116175,1.994814796920282e-06
1792.0,2.35376,0.4538891813672979,0.08551207936686786,63.14414999037063,99.12302143484551,1.995324954216319e-06
1800.0,2.3539999999999996,0.45390514600879783,0.08552033114212092,63.14396540459756,99.12312236205267,1.995835358942519e-06
1808.0,2.35424,0.45392111473428154,0.08552858546000884,63.14378076200661,99.12322332280198,1.9963460125622176e-06
1816.0,2.3544799999999997,0.45393708754574025,0.08553684232188528,63.143596062567525,99.12332431711205,1.996856916573444e-06
1824.0,2.35472,0.45395306444542183,0.08554510172923682,63.143411306246804,99.12342534500303,1.9973680707857655e-06
1832.0,2.3549599999999997,0.4539690454353328,0.08555336368342559,63.143226493014105,99.12352640649374,1.9978794766139444e-06
1840.0,2.3552,0.4539850305175038,0.08556162818582652,63.1430416228386,99.12362750160334,1.998391135334738e-06
1848.0,2.3554399999999998,0.45400101969399864,0.08556989523783194,63.14285669568914,99.123728630351,1.9989030480121093e-06
1856.0,2.35568,0.45401701296687064,0.08557816484082907,63.14267171153483,99.12382979275586,1.999415215783266e-06
1864.0,2.35592,0.4540330103381236,0.08558643699617981,63.142486670345704,99.12393098883679,1.999927640099979e-06
1872.0,2.35616,0.4540490118098188,0.08559471170527609,63.14230157209065,99.12403221861301,2.000440322076327e-06
1880.0,2.3564,0.4540650173840244,0.08560298896951363,63.142116416738325,99.12413348210379,2.0009532628040283e-06
1888.0,2.3566399999999996,0.45408102706279274,0.0856112687902804,63.141931204257745,99.12423477932826,2.001466463473489e-06
1896.0,2.35688,0.45409704084819336,0.0856195511689734,63.14174593461783,99.12433611030572,2.0019799251710316e-06
1904.0,2.3571199999999997,0.45411305874235053,0.08562783610701837,63.141560607786985,99.12443747505576,2.0024936486159883e-06
1912.0,2.35736,0.4541290807473195,0.08563612360580555,63.141375223734194,99.12453887359759,2.0030076350180392e-06
1920.0,2.3575999999999997,0.4541451068652414,0.08564441366676998,63.141189782427524,99.124640305951,2.0035218850155626e-06
1928.0,2.35784,0.45416113709821715,0.08565270629132614,63.14100428383551,99.12474177213552,2.004036399532203e-06
1936.0,2.3580799999999997,0.4541771714483554,0.08566100148089284,63.1408187279265,99.12484327217071,2.004551179455367e-06
1944.0,2.35832,0.4541932099178115,0.08566929923691338,63.1406331146681,99.12494480607653,2.0050662253817995e-06
