rho_program,s,eta,SAM,met,tlogeta,resid,ds,newton_it,x_b_gly,x_b_glu,x_b_cys,x_b_gsg,x_b_gsh,x_c_thf,x_c_5mf,x_c_2cf,x_c_1cf,x_c_10f,x_c_dhf,x_aic,x_c_glu,x_c_cys,x_glc,x_c_gly,x_c_gsg,x_c_gsh,x_cyt,x_hcy,x_c_ser,x_sah,x_sam,x_met,x_c_coo,x_species_1,x_species_2,x_species_3,x_species_4,x_species_5,x_species_6,x_species_8,x_species_9,x_m_thf,x_m_2cf,x_m_1cf,x_m_10f,x_m_ser,x_m_gly,x_m_coo,x_src,x_dmg,x_parameter_1,x_parameter_2,x_parameter_3,x_parameter_4
0.0,0.0,1.0,65.06138248397946,50.60069244747123,,1.2320427147782235e-11,,,218.73317150152943,60.465161622517535,183.0994663813897,0.4726329227839906,12.547065582222857,4.025093302058317,5.360798592550144,0.4639626556948513,0.2594976768036633,3.2553950531951203,0.0352527196979024,0.944676738309725,3236.782294082109,179.792196768023,9.607066151496502,927.5601310006062,59.80626824136652,6272.5149272058525,32.30475815900682,1.0242519486339277,571.2252858005434,15.562669321159415,65.06138248397946,50.60069244747123,13.97581106521721,0.0111786386387581,98.20362967232712,61.35951148733721,79.59175253092295,0.0272742537825508,0.9037514421351917,38.83339076281266,160.66660923718734,20.989363966569115,1.667296818685361,1.5502213120093644,15.993117902736174,2150.0578251144093,2043.4702842089748,58.37100737016889,8.254110230233993,0.6775594631604028,72.25571789959064,42.28537920547802,21.13401399239454,0.5849783133222257
0.0,0.0492536219905061,0.99,64.19247792424281,50.34805542370074,-0.2040527264256565,4.106809049260745e-12,,,215.0447830076247,59.83975236875608,182.13455847659267,0.4687299175312383,12.492344668196596,3.98396550832092,5.413938641402176,0.461708443093827,0.2584627468138827,3.246849383229509,0.0350752771396864,0.9447859946007926,3204.4000369652767,178.27826330068308,9.568407307608618,920.0358724543432,59.30730278990886,6170.485793433666,31.932100745999616,1.0216527637584547,567.4590957420088,15.384955535225574,64.19247792424281,50.34805542370074,14.048255554476269,0.0111185247347049,98.5684210824438,61.15980679024042,79.4239559156682,0.0271064183722661,0.899415495213146,38.865689859514994,160.634310140485,20.982198783494955,1.667440739571361,1.5503237487391104,16.000036728194583,2123.836348141952,2028.7117207286767,58.580132508209566,8.209787397365982,0.677626154653764,72.52186272975422,42.17512881177258,21.18887040904164,0.5843443511096769
0.0,0.2492964299052199,0.9501356507634006,60.81743496760759,49.3142720957058,-0.2054569163409725,3.0683597271222797e-10,0.2,2.0,200.719405036842,57.33563663324566,178.0348012239809,0.453268103485106,12.255509674051453,3.8190088330560954,5.628407011041496,0.4525020010665729,0.2542174362438444,3.2115134887294112,0.0343512298636302,0.9452402101104967,3074.8483032774384,172.18039349439127,9.399579717655062,889.914691546914,57.33147875299548,5784.956845504387,30.44673235777876,1.0116265400050013,552.1613769161871,14.703815479853894,60.81743496760759,49.3142720957058,14.353546220983846,0.0108760973408194,100.07558035436644,60.349648006847154,78.74082646905885,0.0264302420232378,0.8818735751526882,38.99710930379692,160.5028906962031,20.95516702043184,1.667706391301181,1.5505557312755225,16.02657085699147,2019.5507133534943,1969.6474714577075,59.45951941662959,8.034028722414028,0.6778557927904802,73.62198613323183,41.7271423427718,21.414732238029263,0.5817482891394852
0.0,0.5094769412405978,0.9001541142740722,56.76916114189342,47.965199244147726,-0.2076972547017007,4.4001525527793695e-12,0.26,3.0,183.59049979041615,54.17272475672348,172.31594925020607,0.4341720700205641,11.915400650325116,3.610037463544473,5.903364225569665,0.4404418075421361,0.2486106645251077,3.164141522087811,0.0334043167308067,0.9458553918447206,2911.4345405225736,164.3772807634046,9.154330102420706,851.8584425652973,54.89308752593809,5346.201936922848,28.581823600837154,0.9998050510056848,532.316237873704,13.906064395822762,56.76916114189342,47.965199244147726,14.778064452924353,0.0105651097803939,102.0981387879357,59.298823033375776,77.84892133043903,0.0255644688780605,0.8592378746446205,39.16850238121957,160.33149761878036,20.92531215394701,1.667248042032696,1.550393250269582,16.057046553750723,1889.383397875872,1895.0191032172684,60.67781188751617,7.815952782895651,0.6780867014872721,75.09962718460282,41.14432330914443,21.715881166321765,0.5783219432752131
0.0,0.8478304504672136,0.8384384732922583,52.01920041672521,46.232868462019766,-0.2099129559777841,5.059064278611913e-12,0.338,3.0,163.6720304218822,50.23677172515695,164.35994480835643,0.4111065914656893,11.427674967775015,3.349246082386132,6.252178669061022,0.424720250097886,0.2412229559476617,3.1004594479547394,0.0321725945525584,0.9466938713229784,2708.364636530381,154.46442101711804,8.799829395204947,804.4109838812283,51.95054424850904,4864.210640007038,26.26906764262644,0.9863525828719084,506.73131406723536,12.996529149731856,52.01920041672521,46.232868462019766,15.37830499097727,0.0101687376696209,104.8340411289351,57.93984776602159,76.68548351364431,0.0244637997962624,0.8301668205508635,39.39173133530946,160.1082686646905,20.896337356487848,1.6652002922109457,1.5493421420901956,16.089120209211025,1729.638187294494,1801.8482202863831,62.39293854212156,7.550619958981176,0.6783279086590507,77.10074103950983,40.38759938389975,22.119761638140133,0.5737885613007269
0.0,1.2878664857269966,0.7638642532919834,46.60176604162627,44.06295193578367,-0.2116897243706051,4.0911793191421076e-12,0.4394,3.0,141.3342200359518,45.44721765009849,153.42483890179307,0.3839126942425858,10.736371599103052,3.0317335632406595,6.686708461383355,0.4044590243707563,0.2315676493124158,3.0149416625336256,0.0305896391591861,0.9478411017294364,2461.602850229793,142.01503799962728,8.295679964245489,746.3834406643641,48.48513128765025,4353.421538537672,23.450838357808458,0.9717788296684484,474.0980241035624,11.992455834998765,46.60176604162627,44.06295193578367,16.241844996729398,0.0096689836150935,108.56562405294758,56.19323985246473,75.17320778293166,0.0230808828436051,0.7931524575300237,39.681267217299045,159.81873278270095,20.87721513978191,1.6599123526465835,1.54644980027237,16.11642270729915,1538.2277009986965,1687.4421318000304,64.84837446607577,7.236375610277716,0.6785810711502592,79.83425174762324,39.409934290618914,22.664353796541437,0.5677852124972458
0.0,1.788666430164363,0.6867751474004538,41.32878512986672,41.75245605834297,-0.2124264456003392,1.172804738154071e-11,0.5,3.0,120.10359558461352,40.472160601105536,140.59250282563858,0.3562376305713597,9.901359231365552,2.7040536615579494,7.149054408054894,0.382035792114811,0.2207006672389007,2.91531190701354,0.0288435640199044,0.949209343053076,2205.7225053187685,128.52609772844264,7.687511832612773,685.5522084562225,44.96262878233146,3887.391065453423,20.50191661461072,0.958572682084929,438.1983501494171,11.045301779904106,41.32878512986672,41.75245605834297,17.33548979727036,0.0091253479395532,113.03529901177392,54.24818595751343,73.46587806108369,0.0215832266281132,0.7524169406703907,40.00722285816943,159.4927771418306,20.884089814181,1.65006709785965,1.5409137930275592,16.124929294931807,1342.488820646795,1566.5076502941708,67.94252509645884,6.918659298970615,0.6786950986333343,83.11441965467236,38.314219205579136,23.307476326491788,0.5608527719577605
0.0,2.2893328056662883,0.617662083163162,36.8524986570548,39.63334905403615,-0.2118485094344248,7.626931091484241e-12,0.5,3.0,102.54628559571,36.00236706152867,127.74716126734025,0.3313185974575153,9.044830772914793,2.414562287542521,7.572751311248674,0.3606341752965981,0.2101451922063161,2.814724344910084,0.027182688795805,0.9506266281148936,1976.3918271922375,115.83079256086783,7.066212993490033,630.192301209957,41.794562033108406,3507.005592204422,17.822982585521334,0.9480865211754358,403.945909632536,10.259235579107637,36.8524986570548,39.63334905403615,18.534502310811536,0.0086116233460813,117.71917513047686,52.36340421228528,71.7872016388208,0.0201750521978049,0.7134565804255398,40.32665974950307,159.17334025049692,20.924969130348263,1.6359838583420914,1.5328551866926556,16.10619182461701,1169.145158912611,1455.0214003926442,71.31882435046535,6.63788835673476,0.6783387655003058,86.55842945156095,37.24518175533182,23.97111847440159,0.553871382054502
0.0,2.789839433110993,0.5560040343519519,33.03499010330604,37.70474509851372,-0.2101190291901344,2.112073225334097e-11,0.5,3.0,87.95930463861029,32.01466666616631,115.19745612640143,0.3085042062578563,8.191103030736098,2.163000244268296,7.956590231092686,0.3404514226289881,0.2000209708132471,2.7143156987063084,0.0256214324904759,0.9520787792521612,1772.4778798947373,103.97997600218098,6.449934642292593,580.0105754069912,38.89709565519771,3186.714386205866,15.405016942992876,0.939331345636444,371.5765979635873,9.596168831512642,33.03499010330604,37.70474509851372,19.81607902336061,0.0081291994278364,122.5976530507126,50.54852959748973,70.14731784149072,0.0188596166859443,0.6764438706119392,40.63761563941749,158.86238436058252,21.00312884528221,1.6175926207601694,1.522177405950904,16.05710112800672,1016.541288987004,1352.2588516837145,74.91100314643967,6.386459424896406,0.6770894700917278,90.15240654930756,36.20875423169415,24.65162175319277,0.546887713745277
0.0,3.2902521345747093,0.5011942312355652,29.75813339132537,35.95228636734373,-0.2073924920346903,4.4001525527793695e-12,0.5,3.0,75.77688741023711,28.47571296998161,103.17099062553112,0.2872881421880875,7.359189498793741,1.946999132247464,8.302125405065503,0.3215398026845214,0.1903798713557417,2.6147928734864427,0.0241629151603268,0.953556455885948,1592.2436693151185,93.00778142068746,5.8521061182026335,534.5999548096105,36.20521555878843,2909.7995422591785,13.236692671245825,0.9313310721827918,341.2507775720142,9.026860621625978,29.75813339132537,35.95228636734373,21.148760960092392,0.0076776233634613,127.66070491190628,48.80688464400766,68.55107657180702,0.0176350292079354,0.6414120281415157,40.93915940934073,158.56084059065924,21.12113308384769,1.5949311302954754,1.5088313358335568,15.975104450023284,882.8712873372075,1257.4021130657857,78.6274947614251,6.156327124225458,0.674486670999227,93.88944469131954,35.20738836474441,25.34683741746599,0.5399294351095335
