q_program,n_self,saddle,a_self,rho,SAM_uM,E_met,E_self
3,3,SN_on,2.723623020571858,0.5769501401032258,52.010535837070556,0.22441509473683968,0.7755849052631538
3,3,SN_off,3.1086493142598006,0.1827658989952201,60.97034251489618,0.11172871474211703,0.8882712852577835
