m,q,n,rho0,n_saddles,status,A,a_SN_on,a_SN_off,Y_SN_on,Y_SN_off,rho_SN_on,rho_SN_off,SAM_SN_on,SAM_SN_off,E_met_on,E_self_crit,E_met_off,E_self_off,bistable_width
0.680208,1,2,0.05,2,two_positive_saddles,0.052012346425208744,31.78520120499629,89.27908632804743,1.015774035877164,0.10536327872290202,0.5039126498298953,0.09532004613418592,53.708746099297166,62.92470743986638,0.0730752475547091,0.9269247524452914,0.02084725171582385,0.9791527482841762,57.493885123051136
0.680208,1,3,0.05,2,two_positive_saddles,0.052012346425208744,29.881715471865725,999.8064454555422,1.2783880350411976,0.07876225732910541,0.5610932007102477,0.07301169168090099,52.38146454938848,63.42380730939546,0.07467504965810028,0.9253249503419,0.016246658365572746,0.9837533416230538,969.9247299836765
0.680208,1,4,0.05,2,two_positive_saddles,0.052012346425208744,27.71135251288709,13541.024786733857,1.32975600986798,0.07009389196203249,0.5707705031066035,0.06550256242797006,52.155248569370855,63.59190885925947,0.07477165302868276,0.9252283469713208,0.014659889889260999,0.9853401101107403,13513.313434220969
0.680208,1,5,0.05,2,two_positive_saddles,0.052012346425208744,26.04612201168646,200006.58609903214,1.3297965070874416,0.0657458098807009,0.570777964102052,0.061689953900039694,52.15507397134905,63.67728117956473,0.07477170429000499,0.9252282957100183,0.013846981070219198,0.9861530189297808,199980.53997702044
0.680208,2,2,0.05,0,no_positive_saddle_pair,,,,,,,,,,,,,,
0.680208,2,3,0.05,2,two_positive_saddles,0.22671656188391393,5.567702424698751,12.262028204581762,1.2053869521406257,0.34779661872203765,0.5923288859771327,0.10790948786421642,51.64949887232536,62.64320685687762,0.14958825211694196,0.8504117478830578,0.04673774141244742,0.9532622585875522,6.694325779883011
0.680208,2,4,0.05,2,two_positive_saddles,0.22671656188391393,5.1912476098174904,37.10404994780011,1.2841055519231128,0.3055130781179227,0.6224886627120667,0.08536995909350259,50.93753028137016,63.14726811257223,0.14872435383088362,0.8512756461691161,0.03763238266551203,0.9623676173344874,31.912802337982615
0.680208,2,5,0.05,2,two_positive_saddles,0.22671656188391393,4.8815618592601435,125.1562620974353,1.2960697460614579,0.28626732086906465,0.6268373762594416,0.07574199947346817,50.83442228277206,63.36269993927137,0.14850662423671784,0.8514933757632817,0.03363759606695868,0.9663624039330417,120.27470023817516
0.680208,3,2,0.05,0,no_positive_saddle_pair,,,,,,,,,,,,,,
0.680208,3,3,0.05,2,two_positive_saddles,0.3703470137459592,2.723623334787688,3.1086494535434044,1.1089591287797025,0.6069919162975841,0.576950080163702,0.18276591113350943,52.010537241706025,60.970342243604755,0.22441498138708083,0.7755850186129188,0.11172866493599637,0.8882713350640028,0.38502611875571624
0.680208,3,4,0.05,2,two_positive_saddles,0.3703470137459592,2.567550747870167,5.353351452471429,1.230104501752083,0.5051850039781726,0.6505135597834354,0.11420487363910334,50.270952676882914,62.50247466877903,0.22034316167011808,0.7796568383298795,0.07382824449800354,0.9261717555019946,2.7858007046012623
0.680208,3,5,0.05,2,two_positive_saddles,0.3703470137459592,2.419094298880564,10.748188036165166,1.2571301502920185,0.46864129497254287,0.6651866340478408,0.09332018879294071,49.91988973568942,62.96943361827916,0.218277202972612,0.7817227970273879,0.061325304717680544,0.9386746952823206,8.329093737284602
0.680208,4,2,0.05,0,no_positive_saddle_pair,,,,,,,,,,,,,,
0.680208,4,3,0.05,0,no_positive_saddle_pair,,,,,,,,,,,,,,
0.680208,4,4,0.05,2,two_positive_saddles,0.47333830056707826,1.6455056482208683,2.143578028453279,1.1804588050973406,0.6636409124269413,0.6600714690444495,0.16245740452004354,50.04244003583843,61.42418103445009,0.2920670312241484,0.707932968775852,0.134676586394576,0.8653234136054434,0.49807238023241074
0.680208,4,5,0.05,2,two_positive_saddles,0.47333830056707826,1.5557760661902977,3.2350247824070704,1.2217001475315006,0.6042107338127102,0.6901827497155161,0.11760284883922908,49.31836346930702,62.426521720549374,0.28496296852008685,0.7150370314799129,0.10109412387335076,0.8989058761266481,1.6792487162167726
0.680208,5,2,0.05,0,no_positive_saddle_pair,,,,,,,,,,,,,,
0.680208,5,3,0.05,0,no_positive_saddle_pair,,,,,,,,,,,,,,
0.680208,5,4,0.05,2,two_positive_saddles,0.5484150029474946,1.1780190000280486,1.2848912075513763,1.1383788274769815,0.7947425673586799,0.6565654537093393,0.2407293264255651,50.126334615155336,59.67386326259257,0.3659052660930645,0.6340947339069348,0.23325261618541457,0.7667473838146042,0.10687220752332771
0.680208,5,5,0.05,2,two_positive_saddles,0.5484150029474946,1.118903183336552,1.6220095787263755,1.1909195811124875,0.7097113523590222,0.705500220544874,0.1525829354991375,48.947471211523386,61.64482375709972,0.3504082524655689,0.6495917475344313,0.1594004080404668,0.8405995919595326,0.5031063953898236
