Smin,n,mu_inf,K,max_abs_resid
100000.0,11,2.1518017841754618,128.71159311538,4.9982731336051245e-06
1000000.0,9,2.1518025346174974,131.12951855840677,5.249940038254408e-08
10000000.0,7,2.1518025427098206,131.27890989283478,3.942755011365762e-09
100000000.0,5,2.1518025432680092,131.46079350624495,4.440316114795451e-09
1000000000.0,3,2.1518025408551793,126.47559891354344,3.6892173760350033e-09
