q_program,n_self,saddle,a_self,rho,SAM_uM,E_met,E_self
3,3,SN_on,2.5859483856292984,0.5775911988987906,49.37205691246548,0.24096084283301067,0.7590391571669687
3,3,SN_off,3.0246954169686475,0.17641998008787674,59.92726395272591,0.1403144177636637,0.859685582235626
