rM,rF,rH,residual,alpha,alpha_imag,SAM,Put,Spd,Spm
0.25,0.0,1.0,5.476823439209966e-10,-0.012198353675187037,0.0,54.0812648168651,103.59268575700908,77.20740718263868,58.54784593067599
0.25,0.0,0.75,5.803556746286631e-08,-0.012508922150356833,0.0,55.85052645024,102.59419513157577,77.63437577702425,59.04721873458085
0.25,0.0,0.5,8.285091723791993e-08,-0.013180027218525297,0.0,57.69415223951503,101.6132095400692,78.06023536020211,59.547080460714064
0.25,0.0,0.25,1.0819496054637057e-07,-0.014302050299701535,0.0,59.61864336452165,100.6483632160508,78.48540220322711,60.04791084064721
0.25,0.0,0.0,1.4264977465927586e-07,-0.016002856265061823,0.0,61.63505545130545,99.69661504502787,78.91107823738747,60.551127061290494
0.5,0.0,0.0,7.439382443408249e-10,-0.0161836523985351,0.0,57.27964933670358,101.8287490368337,77.96611714003994,59.43645353575515
0.5,0.0,0.25,6.099486711264035e-07,-0.0144452480587133,0.0,55.81598556158456,102.61313679640269,77.62621562000497,59.037658001305005
0.5,0.0,0.5,3.7411023612321515e-07,-0.013293515830893589,0.0,54.381725761744484,103.41895743359034,77.28123214976019,58.634061842895164
0.5,0.0,0.75,2.013789384136544e-07,-0.012602389904575026,0.0,52.97783219692292,104.2460360708091,76.93149506305271,58.22609792215561
0.5,0.0,1.0,1.404530181048358e-07,-0.012280239036279105,0.0,51.60626598001742,105.09342739183906,76.57764649789061,57.81455962966261
0.5,0.25,1.0,2.8277975516743936e-09,-0.012301440835375417,0.0,51.243044694552765,108.0875279707118,78.83254335569484,59.07290502285673
0.5,0.25,0.75,5.4952764116933395e-08,-0.012620424991411989,0.0,52.65247547683761,106.84531935222464,78.91989073742053,59.33741699950606
0.5,0.25,0.5,8.253429939486523e-08,-0.013309635470945033,0.0,54.09477915966271,105.64022344817703,79.00668058757729,59.599865177656895
0.5,0.25,0.25,1.1519212961275116e-07,-0.014460099188489459,0.0,55.56787632270498,104.47308480921217,79.09273090576244,59.85971643259603
0.5,0.25,0.0,1.5523855978472056e-07,-0.016197237993918607,0.0,57.07077154174153,103.34357835451415,79.1779392030422,60.11667956547956
0.5,0.5,0.0,3.8154235326715025e-09,-0.016211382111411782,0.0,56.853997055933135,104.92428387005508,80.44024973347952,60.822977665321964
