tau,k,a,Y,rho,dom_real,dom_imag,npos
168.0,20,2.774056355602071,0.9452437160866966,0.457865797973457,0.0007235235492675223,0.0,1
168.0,21,2.7538171231902875,0.9812020583743508,0.4857711912778249,0.0005909532699544583,0.0,1
168.0,22,2.738559080141325,1.0182396189278564,0.513553133509847,0.00043561408038981006,0.0,1
168.0,23,2.728520417267978,1.0564627728287188,0.5411017829091483,0.0002598013995646272,0.0,1
168.0,24,2.723915431021109,1.0959856129392316,0.5683107061313902,6.575383512257925e-05,0.0,1
168.0,25,2.724949675187028,1.1369311267174813,0.5950779714884715,-0.00014433550385704085,0.0,0
168.0,26,2.731831743814541,1.1794320139934418,0.6213068734889708,-0.00036830949696799414,0.0,0
168.0,27,2.74478223457972,1.2236310583756065,0.6469063334221108,-0.0006040383586987505,0.0,0
168.0,28,2.7640401284262643,1.2696809556776292,0.6717910615304721,-0.0008494107604783138,0.0,0
168.0,29,2.789866615480831,1.3177435009905558,0.6958815963751199,-0.00110232572733888,0.0,0
168.0,30,2.822546278652215,1.3679880488296836,0.7191043535376372,-0.001360686228356219,0.0,0
168.0,31,2.862385515562151,1.4205891977062317,0.7413918163141007,-0.0016223965183048015,0.0,0
168.0,32,2.909708151067691,1.47572372121227,0.7626829826580005,-0.0018853657168598987,0.0,0
168.0,33,2.9648483835742443,1.5335668772259945,0.7829241423072283,-0.0021475197680357375,0.0,0
168.0,34,3.0281415197188606,1.5942883684369122,0.8020699944498721,-0.002406823763933001,0.0,0
168.0,35,3.099913347580997,1.6580483761794294,0.8200850331780569,-0.002661315009815015,0.0,0
168.0,36,3.1804693898914445,1.7249942013978905,0.8369450377545088,-0.0029091454525662338,0.0,0
168.0,37,3.270085532395668,1.795258068054652,0.8526384294665387,-0.0031486298739896224,0.0,0
168.0,38,3.369001502247352,1.8689565352432629,0.8671672236308753,-0.0033782942213731195,0.0,0
168.0,39,3.477418304798532,1.946191724408819,0.8805473352152741,-0.0035969175388219803,0.0,0
168.0,40,3.595500064218718,2.0270542507138805,0.892808091901344,-0.003803561370211814,0.0,0
336.0,0,2.3,0.4506841587475154,0.0838642222014523,-0.0014876120660718643,0.0,0
336.0,1,2.4,0.4573664620023649,0.0873195875760366,-0.0013920785243472019,0.0,0
