a,Y,rho,SAM,Put,Spd,Spm,dominant_real,dominant_imag,n_unstable
3.0,0.5150189801091067,0.120187629004705,63.48927903690538,98.9875101638145,79.3961017359924,61.060300811846496,-0.0035145642363367756,0.0,0
3.0,0.853763875083888,0.38359856037698303,59.205996384604596,102.35734207398522,79.77056533837215,60.746421600411786,0.001985424263561565,0.0,1
3.0,1.4216623673005009,0.7418259360670578,50.76072141269144,113.91671527315201,83.38999954294243,61.63328536474532,-0.003342087302386931,0.0,0
