rho,SAM_uM,Putrescine_uM,Spermidine_uM,Spermine_uM,dcSAM_uM,Vmax_ODC,Vmax_SSAT,Vmax_SAMDC,Antz,spectral_abscissa_per_h,polyamine_pair_real_per_h,polyamine_pair_imag_per_h,antz_mode_real_per_h,theta_ODCsyn_SAM,theta_SAMDCsyn_SAM,residual_scaled_max
0.71,48.838171397182236,116.32032722407337,83.64884780696627,61.471020198903396,0.011223830040017257,85.71410545992832,43.53596040176088,25.372932377493232,0.5920363338413459,-0.012878583057022813,-0.07840399420786909,0.06794095761684933,-0.019737530649360756,-0.7653398632744086,-0.7653398632744085,7.92743288418921e-12
0.72,48.5946967755791,116.80967830649321,83.82589876060784,61.53225617429558,0.011242768622161134,86.07971128787254,43.60744648047101,25.498210999862668,0.5924325399882011,-0.01286552543372018,-0.07846496137684722,0.06791616207444937,-0.019739047624922672,-0.7749118407705959,-0.7749118407705959,5.578536376781836e-12
0.73,48.35041124843659,117.30851161695499,84.00693538262655,61.59533305943326,0.01126229055108699,86.45246299521688,43.68068053261793,25.6261369334143,0.5928376369064724,-0.012853225210560646,-0.07852532060792167,0.06789004718337642,-0.019740576272228676,-0.7843938294419708,-0.7843938294419707,2.9360557049206435e-13
0.74,48.10529146520347,117.81702248787174,84.19199488043175,61.66025988886324,0.0112824001339354,86.83250900630433,43.75567643078852,25.756764439132414,0.5932516458153339,-0.012841684951854828,-0.07858506355564886,0.06786259143320782,-0.019742116461966122,-0.793783848536868,-0.793783848536868,9.094947017729282e-13
0.75,47.859313337213216,118.33541330258218,84.38111550181237,61.72704590731515,0.011303101793160037,87.22000312844722,43.83244842273826,25.890149725695256,0.5936745883296365,-0.012830907556702085,-0.07864418172112803,0.06783377300066469,-0.019743668065599115,-0.8030799516339601,-0.8030799516339597,4.10069270778775e-12
0.76,47.612451998600754,118.8638938742912,84.57433659443956,61.79570058636309,0.011324400072575956,87.61510484133747,43.91101115424078,26.026351053020342,0.5941064865504996,-0.01282089626784811,-0.0787026664518374,0.06780356974364266,-0.019745230955619215,-0.8122802271915609,-0.8122802271915608,5.871995613319226e-12
0.77,47.3646817651546,119.40268184983437,84.77169866904902,61.86623364211153,0.011346299643778217,88.01797960545363,43.99137969334815,26.16542884260465,0.5945473631613196,-0.012811654680856968,-0.0787605089424773,0.06777195919384653,-0.019746805005819244,-0.8213827990307362,-0.821382799030736,8.807925731623027e-13
0.78,47.11597609097606,119.9520031401555,84.97324346653973,61.93865505396309,0.011368805312953947,88.42879919091637,44.07356955615083,26.307445795179174,0.5949972415294668,-0.012803186753960272,-0.07881770023630566,0.06773891854884782,-0.019748390091573628,-0.8303858267501087,-0.8303858267501087,5.871902060901304e-12
0.79,46.86630752280658,120.51209237955405,85.17901402924801,62.012975084532016,0.011391922028112896,88.84774202836928,44.15759673413402,26.45246701624328,0.595456145813969,-0.012795496818028811,-0.07887423122723514,0.06770442466297141,-0.019749986090135344,-0.8392875060702828,-0.8392875060702828,2.5295321393059567e-12
0.8,46.615647651873815,121.08319341594456,85.38905477667572,62.089204300770426,0.011415654886763296,89.27499358361018,44.243477723233866,26.60056015009542,0.5959241010794979,-0.012788589588032164,-0.07893009266256582,0.06766845403724592,-0.019751592880931285,-0.8480860691058258,-0.8480860691058257,2.2453150450019166e-12
0.81,46.36396706309624,121.66555983456941,85.60341158597082,62.16735359638071,0.011440009144061772,89.71074675784472,44.33122955470543,26.751795523031973,0.5964011334169986,-0.012782470174348368,-0.07898527514650894,0.0676309828082501,-0.01975321034587854,-0.8567797845627597,-0.8567797845627597,1.36695839964411e-12
0.8200000000000001,46.11123528147434,122.25945551783032,85.82213187748478,62.24743421559113,0.01146499022146838,90.15520231561378,44.420869827922786,26.906246296447648,0.5968872700713318,-0.012777144096007857,-0.07903976914494558,0.06759198673549725,-0.01975483836970911,-0.8653669578595131,-0.8653669578595131,1.1743349708426738e-12
