a,Y,rho,SAM,Put,Spd,Spm,dom_real,dom_imag,near0_real,near0_imag,resnorm,s,tb,ds,nfev,stability
2.798995153444369,0.9102644737431947,0.4299487450742069,55.40509307847453,105.83947476024888,80.18200713851324,60.47122922287284,0.0019346755385514,0.0,0.0019346755385514,0.0,6.453557077409743e-12,1.061937443628982,-0.1618023822712765,0.06,4,unstable
2.774056355602071,0.9452437160866966,0.457865797973457,54.767236726926605,106.64394077308827,80.4067997126056,60.51122019653547,0.0016846581653758,0.0,0.0016846581653758,0.0,4.4001525527793695e-12,1.1219475902997578,-0.135994851160541,0.06,4,unstable
2.7538171231902875,0.9812020583743508,0.4857711912778249,54.12678248919133,107.4949820967517,80.6567854651886,60.56398238526559,0.0013760955190531,0.0,0.0013760955190531,0.0,2.245315045001917e-12,1.181958385765579,-0.1076495124506332,0.06,4,unstable
2.738559080141325,1.0182396189278564,0.513553133509847,53.48602857775565,108.39088682224217,80.93127748690299,60.62936380142051,0.0010144725203025,0.0,0.0010144725203025,0.0,8.80030510555874e-13,1.2419697462623376,-0.077182996681315,0.06,4,unstable
2.728520417267978,1.0564627728287188,0.5411017829091483,52.84727449722287,109.3293142209092,81.22920508144279,60.707009237446144,0.0006051025486666,0.0,0.0006051025486666,0.0,7.333587587965616e-12,1.301981595477929,-0.0449229574939777,0.06,4,unstable
2.723915431021109,1.0959856129392316,0.5683107061313902,52.2127951588074,110.30730143153596,81.54912840131307,60.79636772618952,0.0001531664073084,0.0,0.0001531664073084,0.0,4.888534022029489e-12,1.3619938769668494,-0.0111300249476682,0.06,4,unstable
2.724949675187028,1.1369311267174813,0.5950779714884715,51.58482192552269,111.32127615720746,81.88926055200008,60.89670491100166,-0.0003362600772737,0.0,-0.0003362600772737,0.0,2.160049916710705e-12,1.4220065610032104,0.0239852818356583,0.06,4,stable
2.731831743814541,1.1794320139934418,0.6213068734889708,50.96553070014868,112.36707260153986,82.24749479016043,61.00711895010854,-0.0008581819328458,0.0,-0.0008581819328458,0.0,8.800305105558739e-12,1.4820196469853215,0.0602479180091713,0.06,4,stable
2.74478223457972,1.2236310583756065,0.6469063334221108,50.35703613638137,113.43994915682194,82.62143486216662,61.12655868771394,-0.001407663953949,0.0,-0.001407663953949,0.0,5.573526566853869e-12,1.542033161893859,0.0975042977419091,0.06,4,stable
2.7640401284262643,1.2696809556776292,0.6717910615304721,49.76139010851576,114.53460832143362,83.00842735690567,61.25384315723917,-0.0019798089708469,0.0,-0.0019798089708469,0.0,2.727452879428072e-12,1.6020471550571689,0.1356080696742778,0.06,4,stable
2.789866615480831,1.3177435009905558,0.6958815963751199,49.18058179707816,115.64522175903394,83.40559603932708,61.38768196819318,-0.002569737813734,0.0,-0.002569737813734,0.0,9.38699211259599e-12,1.6620616893857263,0.1744055365071183,0.06,4,stable
2.822546278652215,1.3679880488296836,0.7191043535376372,48.616536215403045,116.7654659857946,83.8098792964553,61.52669667156792,-0.0031725739004658,0.0,-0.0031725739004658,0.0,7.626931091484241e-12,1.7220768292724908,0.2137212079178806,0.06,4,stable
2.862385515562151,1.4205891977062317,0.7413918163141007,48.07110780442771,117.88857641635416,84.21807283209708,61.66944368807454,-0.003783436701172,0.0,-0.003783436701172,0.0,4.986839559816619e-12,1.7820926255825262,0.2533446044650481,0.06,4,stable
2.909708151067691,1.47572372121227,0.7626829826580005,47.54606597487464,119.00742878578376,84.62688032032759,61.81443969756124,-0.0043974498296728,0.0,-0.0043974498296728,0.0,1.4373831672412607e-11,1.842109098664388,0.2930200210399136,0.06,4,stable
2.9648483835742443,1.5335668772259945,0.7829241423072283,47.04307031146069,120.11465652790405,85.0329745819026,61.96019040371644,-0.0050097693646314,0.0,-0.0050097693646314,0.0,1.6364717276568433e-12,1.9021262211347068,0.3324413846741854,0.06,4,stable
3.0281415197188606,1.5942883684369122,0.8020699944498721,46.56363467568054,121.20280977379626,85.4330707325358,62.10522320447347,-0.0056156364586096,0.0,-0.0056156364586096,0.0,3.5456887432564938e-12,1.9621439031773005,0.3712543798548129,0.06,4,stable
3.099913347580997,1.6580483761794294,0.8200850331780569,46.10908162558023,122.26455581775768,85.82401057506182,62.24812348078002,-0.006210455529155,0.0,-0.006210455529155,0.0,6.746900580928367e-12,2.022161983882226,0.4090674092123079,0.06,4,stable
3.1804693898914445,1.7249942013978905,0.8369450377545088,45.68049114104495,123.29291255347454,86.20285448793567,62.38757305536535,-0.0067898947065878,0.0,-0.0067898947065878,0.0,3.183231456205249e-12,2.082180232159584,0.4454715658378914,0.06,4,stable
3.270085532395668,1.795258068054652,0.8526384294665387,45.27865002701692,124.28149704799408,86.56697383922126,62.52238812547238,-0.0073500000795791,0.0,-0.0073500000795791,0.0,2.0534045246303725e-12,2.1421983594801066,0.4800677709085911,0.06,4,stable
3.369001502247352,1.8689565352432629,0.8671672236308753,44.904009784076365,125.22476372523458,86.91413452223422,62.65155303428835,-0.0078873105992899,0.0,-0.0078873105992899,0.0,1.4210854715202004e-12,2.202216044058937,0.5124971301204138,0.06,4,stable
3.477418304798532,1.946191724408819,0.8805473352152741,44.5566604868189,126.11820351753138,87.24256159818091,62.77424602248142,-0.0083989582131187,0.0,-0.0083989582131187,0.0,6.87805368215777e-12,2.2622329628131115,0.5424692039415147,0.06,4,stable
3.595500064218718,2.0270542507138805,0.892808091901344,44.236326055457205,126.95847873788198,87.55097682346258,62.88985382130437,-0.0088827388807094,0.0,-0.0088827388807094,0.0,6.160213573891118e-12,2.322248824815781,0.5697829671334277,0.06,4,stable
