SAM_threshold,n,eta_inf,C,p
20000.0,260,2.444885753514787,89.70044417841893,0.9715058167492855
50000.0,133,2.4448687205404513,101.01993591998816,0.9831462674983452
100000.0,71,2.444863459433912,107.09768968370543,0.988596765816853
150000.0,36,2.444861888617226,109.57749439802228,0.9906791940064847
