policy,rho,MATII_Vmax_cap,G_Met,G_AA,alpha,residual,x_b_gly,x_b_glu,x_b_cys,x_b_gsg,x_b_gsh,x_c_thf,x_c_5mf,x_c_2cf,x_c_1cf,x_c_10f,x_c_dhf,x_aic,x_c_glu,x_c_cys,x_glc,x_c_gly,x_c_gsg,x_c_gsh,x_cyt,x_hcy,x_c_ser,x_sah,x_sam,x_met,x_c_coo,x_species_1,x_species_2,x_species_3,x_species_4,x_species_5,x_species_6,x_species_8,x_species_9,x_m_thf,x_m_2cf,x_m_1cf,x_m_10f,x_m_ser,x_m_gly,x_m_coo,x_src,x_dmg,x_parameter_1,x_parameter_2,x_parameter_3,x_parameter_4
flux-matched,0.0,261.9019248346911,1.7792314496694117,1.3427157424665894,-0.015875918996514093,1.2320427147782235e-11,218.73317150152943,60.465161622517535,183.0994663813897,0.47263292278399066,12.547065582222855,4.025093302058317,5.360798592550144,0.46396265569485134,0.2594976768036633,3.2553950531951203,0.03525271969790244,0.944676738309725,3236.782294082109,179.792196768023,9.607066151496502,927.5601310006062,59.80626824136652,6272.5149272058525,32.30475815900682,1.0242519486339277,571.2252858005434,15.562669321159415,65.06138248397946,50.60069244747123,13.97581106521721,0.011178638638758188,98.20362967232711,61.35951148733721,79.59175253092295,0.02727425378255086,0.9037514421351917,38.83339076281266,160.66660923718734,20.989363966569115,1.667296818685361,1.5502213120093644,15.993117902736174,2150.0578251144093,2043.4702842089748,58.37100737016889,8.254110230233993,0.6775594631604028,72.25571789959064,42.28537920547802,21.13401399239454,0.5849783133222257
flux-matched,0.05,261.9019248346911,1.7592952359701284,1.3275522985531358,-0.015486157366949305,1.1038991942768916e-09,219.56819356162097,60.355772515145325,184.05349533540087,0.49107254674985396,12.586935028883223,3.967898719271512,5.436609792452589,0.460519645326288,0.2579154426414087,3.2420746754490057,0.03498172486453505,0.9448471391559368,3223.619861151008,178.05801418617867,9.693052914899122,925.794085035699,62.16476406075968,6350.568467463158,32.37284926068876,1.0228361197761162,571.083135866064,15.409733403465653,64.5629904751797,50.43598367405882,14.073346604128742,0.011146817485344448,98.42688400094012,61.253803065614285,79.51022820249341,0.027186809479573946,0.9015845170166068,38.849536357029635,160.65046364297035,20.984339011643282,1.6669510936727232,1.5500443754264155,15.998665519257688,2146.294022365462,2039.9678270794334,58.648946213826314,8.150563830535338,0.6692601872742285,72.41895194666508,42.22920938043232,21.17007171405975,0.5846555672236472
flux-matched,0.1,261.9019248346911,1.7386521906341519,1.311761790915426,-0.01512321524829427,1.0210357004325488e-09,220.36749872144574,60.24185822025417,184.9802707497478,0.5098499282930047,12.62431772644035,3.911795827070695,5.510976460866423,0.4571514490723477,0.2563637091851434,3.2289957945762273,0.03471675923428931,0.9450149945686122,3210.3379880412986,176.3300710427896,9.777771650784272,924.0039693841795,64.56841071260847,6426.850770119842,32.44611782607217,1.0215417761875762,570.9325199326641,15.265339914322356,64.09276065369922,50.25255825042742,14.172131803012935,0.011121527306950782,98.67021832788448,61.16958368011803,79.46059875575533,0.027120296797042087,0.9001309909332955,38.860405325941564,160.63959467405837,20.9790779649455,1.6666259223885052,1.5498795907129903,16.0044165219531,2142.515426432749,2036.4286551783607,58.93067915339073,8.05057639112924,0.6611918546964564,72.59754025782011,42.18905473076201,21.213891847448608,0.5844245348288776
flux-matched,0.15000000000000002,261.9019248346911,1.7171594884401997,1.2952379362355884,-0.014785792130052365,9.392522315465612e-10,221.1329248548937,60.12364544777819,185.88127609405979,0.5289614460028648,12.659328406431026,3.856885984872428,5.58376116145315,0.4538645459291114,0.2548457066719766,3.216184278360559,0.03445832271757492,0.9451799436535088,3196.9409846658914,174.6105414441551,9.861296880090695,922.191784875884,67.01685118186933,6501.222359121934,32.52510137708181,1.0203756069321879,570.7721921601628,15.12942009356936,63.651596126740934,50.0492762776726,14.271935072718792,0.01110247988293844,98.93079936370108,61.10596483177938,79.44104902697725,0.027073682108534728,0.8993511692166941,38.86627934979504,160.633720650205,20.973608106847973,1.6663204464610923,1.5497263997309407,16.010345046960094,2138.717397680857,2032.8562547867982,59.21553674735866,7.954127536191107,0.6533485546779506,72.7893646845766,42.16410415762701,21.26471595506955,0.5842808505670429
flux-matched,0.2,261.9019248346911,1.6946705923882674,1.2778717510976563,-0.01447259302019227,8.433431730736629e-10,221.86640366999916,60.00135524414481,186.75803372237473,0.5484035151303642,12.692084046669835,3.803278168346371,5.654815073953966,0.450666045479513,0.2533649820624697,3.2036687661918513,0.03420696397023839,0.9453415858076775,3183.4326030183274,172.9018227278456,9.943708277244774,920.3595245621046,69.5097336018836,6573.56199241789,32.61039008798817,1.0193448930571187,570.6007730640974,15.001947436289399,63.24059836849099,49.8248934006907,14.372482076253663,0.011089361527570233,99.20536770735687,61.06195558099223,79.44954890553184,0.02704584523642304,0.8992016203686922,38.86747360736103,160.6325263926389,20.967959770469967,1.6660338065742464,1.5495842337922652,16.016422189163627,2134.8946107843467,2029.2541017793424,59.50272597493119,7.861205322209053,0.6457246104905591,72.99198935682492,42.15345134595726,21.321670790526536,0.5842194733532882
flux-matched,0.25,261.9019248346911,1.6710350134755154,1.2595514133745205,-0.014182339993489505,8.133227424877987e-10,222.56994902037906,59.87520018199427,187.6120987901514,0.5681727324601081,12.722703238472686,3.751089408768739,5.723977308440839,0.4475637266297638,0.2519254187082324,3.191480854072585,0.03396328338385563,0.9454994779727071,3169.8158941371985,171.20654678092407,10.025090476456473,918.5091648862795,72.04672980917981,6643.769088520936,32.70263041765871,1.0184575443818198,570.4167386128578,14.882938111056642,62.861077574034354,49.578055021717894,14.47345106451063,0.011081829280182637,99.4902042816017,61.036452125152245,79.48383167902443,0.027035565032295983,0.8996345909219102,38.86434016909742,160.6356598309026,20.962166636624097,1.6657651407628449,1.549452511840267,16.022615710772886,2131.040982557943,2025.625645593111,59.79131666184553,7.771806427389471,0.6383145628452978,73.20263527226852,42.15608514125304,21.383757995329166,0.5842346499082943
flux-matched,0.30000000000000004,261.9019248346911,1.6460981971176076,1.2401622260115686,-0.013913782005124676,7.818883318577718e-10,223.24564673152983,59.74538167106071,188.44505463612194,0.5882660333610021,12.751305639901394,3.700445268005676,5.79107417127805,0.44456607900230444,0.25053125702006607,3.179655288404586,0.033727936292998986,0.945653131798797,3156.093062484412,169.52759149128195,10.105532984522188,916.6426558755445,74.62755556421807,6711.765949137833,32.802529051597084,1.0177221452051437,570.2184087957278,14.77245186365606,62.51456520892249,49.30728998872467,14.574468061563579,0.011079506841566777,99.78109624445338,61.028226780702944,79.54137117137502,0.027041503969563972,0.9005973816249512,38.85727158395465,160.64272841604537,20.956266031431678,1.66551358289084,1.549330638722039,16.028889746955535,2127.149597197022,2021.9742915330369,60.0802274623321,7.685936405671611,0.6311131550007143,73.41815446570794,42.170879385623394,21.449843503674924,0.5843198772775927
flux-matched,0.35000000000000003,261.9019248346911,1.619701575563464,1.2195867143466592,-0.013665702768298139,7.398313073281315e-10,223.89564611384955,59.61208740904396,189.25850969378183,0.6086808607419256,12.778011519304844,3.651480350639753,5.855918383366505,0.44168234685603236,0.24918711599639556,3.1682301667529207,0.033501636391850116,0.9458020107570474,3142.2653185961813,167.86809216680783,10.185130208364681,914.76191038643,77.25199241664066,6777.499749907894,32.91085714040375,1.017148009875557,570.0039357507494,14.67059341812048,62.20282889829748,49.0110038444507,14.675102000271142,0.01108198020927159,100.07330275371662,61.03591619914491,79.61935747326359,0.02706219161290146,0.9020316818313944,38.84670469164198,160.65329530835808,20.950299220344714,1.665278261324995,1.54921800357933,16.035204514751044,2123.2126298800313,2018.3033814621065,60.368211690109185,7.603610008492528,0.6241153197391542,73.63500404408319,42.196582101722576,21.518646750679743,0.5844678636208708
flux-matched,0.4,261.9019248346911,1.5916828434748644,1.1977049019661137,-0.013436926731835195,6.829452559031779e-10,224.5221532200227,59.47548898425648,190.05409591110626,0.6294153454078102,12.802941387712853,3.60433885266409,5.918308254794684,0.43892257519968425,0.24789801535804765,3.157247142649813,0.03328515933703349,0.9459455272556079,3128.332730970681,166.23145269478937,10.263981599152801,912.8687924517209,79.9199111657296,6840.9442741497105,33.028454803347195,1.0167452491563351,569.7712915951911,14.57751438918111,61.92788979823102,48.68747177559408,14.774859948786315,0.011088792959840032,100.36152109449874,61.0580086176202,79.71467104696858,0.027096006825936034,0.9038728594560307,38.83312469556199,160.66687530443804,20.944311690151096,1.665058297819274,1.5491139783922272,16.041516033637492,2119.2212700683845,2014.6161729419007,60.65384340763725,7.524851575748572,0.6173161683721288,73.84922047498158,42.23180389937667,21.588729817449355,0.5846704861228189
flux-matched,0.45,261.9019248346911,1.5618765378271373,1.174394828787087,-0.01322632331767207,6.096882998463116e-10,225.12742578284872,59.33573963687778,190.8334685656997,0.6504684969264997,12.82621571286048,3.5591751426883924,5.9780268256299305,0.4362976574491644,0.24666939786654762,3.1467516298797613,0.03307934648953192,0.9460830398406609,3114.2940784224097,164.62135612866422,10.342191907638426,910.9651047949301,82.63129681724807,6902.101365303231,33.15623583888011,1.0165248482001326,569.5182561794915,14.49341571932421,61.69204257083943,48.334831477685206,14.87318261850555,0.01109944112232244,100.63985386022338,61.09282991703415,79.8238549817771,0.027141158582018474,0.9060492047552233,38.81706953349395,160.68293046650604,20.938353407813047,1.6648528066263484,1.5490179167193088,16.047775868841384,2115.1656463594,2010.915816914558,60.93550432853803,7.449695494536006,0.610710981897635,74.05639465397516,42.275005469643396,21.65848669754736,0.5849187446606219
