rho0_cusp,A_cusp,Y_cusp,a_cusp,rho_cusp,SAM_cusp,E_met_cusp,E_self_cusp
0.08180259323371566,0.4380214507629132,0.8813154700722712,2.007110174251687,0.406363546784235,55.941948788598935,0.1999747911168307,0.8000252088831588
